代码,名称,当前价,信号强度,操作建议,逻辑说明
600722,金牛化工,13.53,标准,小仓试错,已收复2026-02-25的倍量阴线
600821,金开新能,8.6,标准,小仓试错,已收复2026-02-13的倍量阴线
