代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600671,天目药业,20.55,2026-02-24,5,强,每只6000元,回踩实体中轴，量能腰斩(0.43)
002875,安奈儿,18.09,2026-02-24,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
