代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002438,江苏神通,17.66,2026-03-13,4,强,每只6000元,回踩实体中轴，量能腰斩(0.43)
600232,金鹰股份,7.94,2026-03-13,4,强,每只6000元,回踩实体中轴，量能腰斩(0.59)
002235,安妮股份,10.97,2026-03-16,3,强,每只6000元,回踩实体中轴，量能腰斩(0.49)
600313,农发种业,8.42,2026-03-16,3,中,轻仓观察,回踩实体中轴，量能腰斩(0.57)
600336,澳柯玛,7.49,2026-03-13,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.33)
