代码,名称,当前价,信号强度,操作建议,逻辑说明
600722,金牛化工,19.3,标准,小仓试错,已收复2026-02-25的倍量阴线
600470,六国化工,8.88,标准,小仓试错,已收复2026-02-26的倍量阴线
002165,未知,12.79,标准,小仓试错,已收复2026-03-09的倍量阴线
