代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600143,金发科技,17.07,2026-03-23,2,强,每只6000元,回踩实体中轴，量能腰斩(0.60)
603088,宁波精达,12.69,2026-03-18,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.46)
