代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002438,江苏神通,17.71,2026-03-13,2,强,每只6000元,回踩实体中轴，量能腰斩(0.60)
600234,科新发展,13.98,2026-03-13,2,强,每只6000元,回踩实体中轴，量能腰斩(0.56)
