代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002235,安妮股份,10.54,2026-03-16,4,强,每只6000元,回踩实体中轴，量能腰斩(0.48)
003018,金富科技,25.22,2026-03-18,2,强,每只6000元,回踩实体中轴，量能腰斩(0.60)
605366,宏柏新材,10.25,2026-03-16,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
