日期,代码,名称,最高涨幅%,收盘涨幅%,换手率,量比,买入信号强度,操作建议
2026-03-25,002350,北京科锐,7.72,1.0,15.27,2.3,60,分批建仓：小幅回落，形态尚可
2026-03-25,603693,江苏新能,9.46,0.0,7.45,1.15,20,暂时放弃：抛压过重或资金撤退
2026-03-25,601330,绿色动力,9.13,-4.47,14.63,1.51,0,暂时放弃：抛压过重或资金撤退
