代码,名称,现价,涨跌幅,换手率,RSI14,历史期望,信号强度,全自动复盘逻辑
603214,爱婴室,18.26,1.78%,5.67%,58.72,6.96%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
000589,贵州轮胎,5.17,2.99%,3.48%,63.16,5.52%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002866,传艺科技,19.45,1.57%,7.41%,53.69,6.9%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603110,东方材料,17.31,2.61%,6.58%,60.84,6.58%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
601699,潞安环能,13.97,10.0%,3.17%,63.72,2.7%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
600490,鹏欣资源,8.89,1.6%,6.11%,55.66,7.12%,85%,【缩量洗盘】 精选观察：回踩支撑位不破可试错。
600232,金鹰股份,9.33,0.32%,5.02%,61.56,8.39%,85%,【缩量洗盘】 精选观察：回踩支撑位不破可试错。
002215,诺 普 信,11.49,3.42%,3.39%,50.17,8.31%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600403,大有能源,7.36,10.01%,4.94%,54.34,8.38%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600546,山煤国际,11.67,9.99%,3.96%,69.25,37.88%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603968,醋化股份,12.19,2.01%,3.31%,71.79,5.63%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603628,清源股份,14.69,3.96%,7.1%,64.96,7.24%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002928,华夏航空,11.53,10.02%,3.19%,62.61,6.09%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603608,天创时尚,8.33,10.04%,11.58%,69.44,6.44%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
001299,美能能源,13.44,2.21%,5.94%,55.76,5.31%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002572,索菲亚,15.07,5.02%,3.5%,66.0,inf%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603105,芯能科技,10.87,6.78%,8.98%,67.07,7.33%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002951,金时科技,14.65,-0.07%,4.56%,54.23,10.09%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600971,恒源煤电,7.21,10.08%,4.78%,71.57,17.39%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002204,大连重工,7.7,4.62%,4.67%,55.21,7.68%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600992,贵绳股份,14.53,3.79%,6.74%,65.71,5.85%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600072,中船科技,13.33,9.98%,10.16%,71.14,6.55%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603161,科华控股,15.95,4.32%,4.65%,56.16,5.14%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
000852,石化机械,8.33,5.44%,5.75%,61.09,6.59%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002307,北新路桥,5.2,3.79%,6.78%,60.29,6.35%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600185,珠免集团,7.08,5.51%,3.57%,68.28,inf%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002441,众业达,10.97,10.03%,6.17%,72.73,7.59%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002286,保龄宝,10.53,10.03%,7.75%,68.92,5.8%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600860,京城股份,13.46,9.97%,4.83%,58.72,7.7%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600123,兰花科创,6.41,6.83%,5.05%,59.89,4.82%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600997,开滦股份,6.56,10.07%,3.26%,66.35,22.81%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
000514,渝 开 发,5.2,3.38%,3.42%,56.62,8.58%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600858,银座股份,7.03,5.24%,8.02%,58.08,5.15%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603709,中源家居,18.67,3.09%,4.13%,59.16,6.92%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002800,天顺股份,17.89,5.92%,6.71%,56.28,7.82%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600814,杭州解百,8.91,10.0%,4.95%,56.16,inf%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002322,理工能科,13.57,1.88%,3.32%,64.74,7.02%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
601966,玲珑轮胎,15.35,4.07%,3.03%,62.29,4.21%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
