代码,名称,最新价,今日涨跌,换手率,量比,评分,信号等级,复盘分析,操作建议
601890,亚星锚链,13.4,-1.69%,23.25,1.0,50,弱信号,,【暂时放弃】形态虽在但细节偏弱，容易走弱
