代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
603616,韩建河山,6.05,2026-06-18,5,强,每只6000元,回踩实体中轴，量能腰斩(0.43)
002258,利尔化学,13.12,2026-06-22,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.48)
