代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
001376,百通能源,14.15,2026-05-26,5,强,每只6000元,回踩实体中轴，量能腰斩(0.50)
603110,东方材料,21.43,2026-05-28,3,强,每只6000元,回踩实体中轴，量能腰斩(0.54)
603685,晨丰科技,32.9,2026-05-26,5,强,每只6000元,回踩实体中轴，量能腰斩(0.32)
