代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
603997,继峰股份,14.17,2026-06-02,4,强,每只6000元,回踩实体中轴，量能腰斩(0.57)
000586,汇源通信,15.6,2026-06-02,4,强,每只6000元,回踩实体中轴，量能腰斩(0.52)
601918,新集能源,10.39,2026-06-01,5,强,每只6000元,回踩实体中轴，量能腰斩(0.54)
600588,用友网络,10.58,2026-06-01,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.52)
002279,久其软件,6.84,2026-06-01,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.43)
