代码,名称,当前价,信号强度,操作建议,逻辑说明
603060,国检集团,7.3,标准,小仓试错,已收复2026-05-19的倍量阴线
002735,未知,18.59,标准,小仓试错,已收复2026-05-26的倍量阴线
