代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600588,用友网络,10.63,2026-06-01,3,强,每只6000元,回踩实体中轴，量能腰斩(0.45)
603808,歌力思,9.07,2026-06-01,3,强,每只6000元,回踩实体中轴，量能腰斩(0.43)
603006,联明股份,13.18,2026-05-28,5,强,每只6000元,回踩实体中轴，量能腰斩(0.39)
002279,久其软件,6.9,2026-06-01,3,强,每只6000元,回踩实体中轴，量能腰斩(0.49)
002099,海翔药业,5.72,2026-06-01,3,强,每只6000元,回踩实体中轴，量能腰斩(0.34)
002639,雪人集团,15.45,2026-05-28,5,强,每只6000元,回踩实体中轴，量能腰斩(0.54)
002203,海亮股份,19.49,2026-05-28,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.48)
