代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
000571,新大洲A,5.24,2026-06-09,3,强,每只6000元,回踩实体中轴，量能腰斩(0.51)
600682,南京新百,5.83,2026-06-09,3,强,每只6000元,回踩实体中轴，量能腰斩(0.53)
600819,耀皮玻璃,6.4,2026-06-05,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.37)
002786,银宝山新,8.14,2026-06-05,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.47)
002164,宁波东力,13.27,2026-06-08,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.56)
