代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600615,鑫源智造,9.53,2026-06-16,5,强,每只6000元,回踩实体中轴，量能腰斩(0.56)
000695,滨海能源,13.41,2026-06-17,4,强,每只6000元,回踩实体中轴，量能腰斩(0.50)
000519,中兵红箭,21.59,2026-06-22,2,强,每只6000元,回踩实体中轴，量能腰斩(0.59)
600234,科新发展,28.32,2026-06-22,2,强,每只6000元,回踩实体中轴，量能腰斩(0.56)
600178,东安动力,9.48,2026-06-22,2,强,每只6000元,回踩实体中轴，量能腰斩(0.36)
603803,瑞斯康达,12.66,2026-06-16,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.51)
603191,望变电气,16.87,2026-06-16,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.53)
002194,武汉凡谷,11.95,2026-06-16,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.43)
002161,远 望 谷,5.88,2026-06-17,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.48)
