代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002575,群兴玩具,5.83,2026-06-02,3,强,每只6000元,回踩实体中轴，量能腰斩(0.50)
603808,歌力思,9.09,2026-06-01,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.45)
002099,海翔药业,5.58,2026-06-01,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.52)
