代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600682,南京新百,5.76,2026-06-09,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.42)
603687,大胜达,18.13,2026-06-10,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.60)
