等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,605303,园林股份,26.91,1.33,100.0%,37.7,-18.3%,3.4%
S-周线底启动,002434,万里扬,7.21,1.16,0.0%,32.8,9.0%,1.7%
S-周线底启动,000821,京山轻机,9.06,0.79,50.0%,20.2,25.3%,1.2%
S-周线底启动,600846,同济科技,11.31,1.31,50.0%,20.3,10.8%,0.5%
SSS-战略共振,000967,盈峰环境,10.83,1.1,100.0%,27.7,4.3%,4.1%
SSS-战略共振,002040,南 京 港,9.13,0.82,60.0%,26.9,11.9%,-1.5%
