等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,603915,国茂股份,15.97,0.97,80.0%,35.6,0.9%,1.8%
A-高胜率点火,603685,晨丰科技,33.7,0.59,100.0%,45.8,-7.8%,1.2%
A-高胜率点火,000837,秦川机床,11.47,1.26,100.0%,38.3,-0.9%,0.4%
B-普通超跌,002208,合肥城建,17.04,1.02,28.6%,39.9,-10.5%,1.0%
SSS-战略共振,603033,三维股份,10.07,1.19,66.7%,16.3,7.2%,2.1%
SSS-战略共振,002009,天奇股份,21.45,1.27,100.0%,28.8,15.7%,1.3%
SSS-战略共振,603638,艾迪精密,21.88,0.75,100.0%,32.0,1.7%,-0.2%
