等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,600538,国发股份,6.75,0.67,100.0%,39.3,-3.7%,4.8%
B-普通超跌,688575,亚辉龙,15.01,1.06,0.0%,38.3,-0.7%,1.2%
S-周线底启动,600593,大连圣亚,41.44,0.68,40.0%,0.0,9.3%,1.4%
S-周线底启动,603232,格尔软件,22.01,0.94,33.3%,29.4,-0.8%,0.1%
SSS-战略共振,603217,元利科技,25.14,1.08,100.0%,34.0,-0.7%,-0.0%
