等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,002333,罗普斯金,5.32,0.86,50.0%,28.9,7.2%,1.1%
S-周线底启动,600281,华阳新材,5.47,1.15,0.0%,34.7,4.3%,1.5%
