等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,002842,翔鹭钨业,37.17,1.94,100.0%,35.7,2.2%,5.2%
S-周线底启动,002973,侨银股份,10.21,1.03,50.0%,5.6,21.3%,0.6%
