等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,002370,亚太药业,6.63,1.11,25.0%,14.4,9.6%,2.2%
SSS-战略共振,000973,佛塑科技,13.36,0.96,100.0%,34.5,-2.3%,3.6%
