等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,603766,隆鑫通用,11.49,0.54,50.0%,6.2,22.2%,-1.8%
S-周线底启动,600721,百花医药,7.07,1.04,25.0%,22.3,17.9%,0.4%
SSS-战略共振,603162,海通发展,9.63,1.11,100.0%,1.1,39.3%,1.3%
SSS-战略共振,002040,南 京 港,8.47,1.32,60.0%,5.2,17.0%,2.2%
