等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,600428,中远海特,8.26,0.64,75.0%,42.0,-8.2%,4.0%
A-高胜率点火,001299,美能能源,14.08,0.69,100.0%,43.5,-8.1%,2.2%
B-普通超跌,002043,兔 宝 宝,16.08,0.86,33.3%,39.1,-6.5%,0.6%
