等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,002372,伟星新材,9.38,0.53,50.0%,7.4,11.8%,0.0%
S-周线底启动,603697,有友食品,10.46,1.12,0.0%,32.0,1.0%,2.2%
S-周线底启动,603598,引力传媒,21.16,1.25,50.0%,34.2,0.9%,1.2%
SSS-战略共振,600057,厦门象屿,5.97,1.21,100.0%,1.5,22.0%,2.2%
