等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,601212,白银有色,8.04,0.86,50.0%,10.3,17.1%,1.8%
S-周线底启动,002800,天顺股份,16.91,0.79,50.0%,1.3,16.9%,0.4%
SSS-战略共振,002644,佛慈制药,8.65,0.67,100.0%,27.3,3.0%,0.0%
SSS-战略共振,002598,山东章鼓,8.16,0.71,100.0%,8.8,17.9%,-1.3%
SSS-战略共振,000524,岭南控股,10.8,1.21,66.7%,15.4,13.8%,1.9%
