等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,603189,网达软件,12.36,0.92,0.0%,20.4,31.4%,3.6%
SSS-战略共振,002033,丽江股份,8.61,0.87,100.0%,4.7,8.6%,-1.0%
SSS-战略共振,601116,三江购物,12.15,2.57,66.7%,12.2,14.8%,1.2%
SSS-战略共振,000039,中集集团,10.34,1.03,100.0%,26.6,14.4%,2.3%
