等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,600586,金晶科技,5.95,1.39,75.0%,35.7,4.9%,2.8%
B-普通超跌,600578,京能电力,5.42,1.06,50.0%,36.1,-1.9%,1.7%
