等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,600733,北汽蓝谷,7.17,1.12,25.0%,30.0,5.3%,0.7%
S-周线底启动,600749,西藏旅游,16.4,0.91,40.0%,33.8,2.9%,2.3%
S-周线底启动,002879,长缆科技,18.6,0.95,50.0%,26.6,15.0%,2.7%
SSS-战略共振,603105,芯能科技,10.05,0.73,100.0%,21.7,8.2%,-0.9%
SSS-战略共振,001299,美能能源,11.29,0.85,66.7%,25.5,22.5%,2.6%
SSS-战略共振,002427,尤夫股份,5.88,1.27,100.0%,29.8,15.7%,3.3%
