等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,600138,中青旅,7.82,1.19,50.0%,0.0,15.2%,1.7%
SSS-战略共振,603889,新澳股份,5.77,0.82,100.0%,0.0,40.8%,-1.5%
SSS-战略共振,600676,交运股份,6.71,0.63,66.7%,13.2,14.5%,-0.4%
SSS-战略共振,601898,中煤能源,15.68,1.14,100.0%,30.6,10.3%,1.4%
