等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,600722,金牛化工,9.14,0.7,0.0%,11.9,38.4%,5.5%
S-周线底启动,600007,中国国贸,19.01,0.51,50.0%,16.3,11.0%,1.4%
