等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
A-高胜率点火,600152,维科技术,9.97,0.78,100.0%,38.3,-12.2%,4.1%
S-周线底启动,600156,华升股份,7.39,0.62,33.3%,23.5,9.6%,2.1%
S-周线底启动,600367,红星发展,20.4,1.08,50.0%,30.8,3.1%,0.3%
S-周线底启动,000599,青岛双星,5.52,0.78,50.0%,8.1,17.3%,3.2%
SSS-战略共振,603898,好莱客,13.61,1.06,66.7%,27.9,9.8%,2.2%
SSS-战略共振,002068,黑猫股份,8.49,0.94,75.0%,29.3,8.1%,1.3%
SSS-战略共振,603105,芯能科技,10.8,0.76,75.0%,34.5,-1.7%,3.0%
