等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,600578,京能电力,5.0,0.96,33.3%,25.3,5.9%,2.5%
S-周线底启动,600749,西藏旅游,16.4,0.91,40.0%,33.8,2.9%,2.3%
S-周线底启动,002131,利欧股份,6.82,1.1,33.3%,26.7,19.3%,5.7%
SSS-战略共振,001299,美能能源,11.29,0.85,66.7%,25.5,22.5%,2.6%
