等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,600516,方大炭素,5.1,0.59,50.0%,25.3,9.7%,0.4%
S-周线底启动,002491,通鼎互联,14.6,0.96,50.0%,2.7,61.2%,5.3%
S-周线底启动,600367,红星发展,27.2,0.98,50.0%,0.7,47.8%,6.2%
S-周线底启动,600182,S佳通,13.45,0.54,50.0%,31.9,4.0%,1.1%
S-周线底启动,000973,佛塑科技,12.44,1.08,50.0%,25.8,26.6%,6.1%
S-周线底启动,002833,弘亚数控,16.66,0.54,50.0%,24.3,13.3%,2.3%
SSS-战略共振,002636,金安国纪,51.07,1.1,100.0%,0.4,45.9%,7.9%
