等级,代码,名称,现价,量比,历史胜率,周线RSI,距60日线,今日涨跌
S-周线底启动,603958,哈森股份,16.25,1.14,0.0%,15.7,32.5%,4.3%
S-周线底启动,002579,中京电子,18.06,1.36,33.3%,34.5,-11.5%,10.0%
S-周线底启动,603890,春秋电子,22.92,0.98,0.0%,31.5,-1.2%,6.3%
SSS-战略共振,605006,山东玻纤,17.52,1.34,80.0%,32.0,-4.3%,9.4%
