代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002454,松芝股份,9.87,2026-05-13,5,强,每只6000元,回踩实体中轴，量能腰斩(0.56)
600449,宁夏建材,14.66,2026-05-14,4,强,每只6000元,回踩实体中轴，量能腰斩(0.36)
603887,城地香江,14.5,2026-05-13,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
600737,中粮糖业,15.35,2026-05-13,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.37)
002840,华统股份,10.6,2026-05-14,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.56)
603890,春秋电子,19.79,2026-05-13,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.53)
