代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
000006,深振业Ａ,9.72,2026-05-12,3,强,每只6000元,回踩实体中轴，量能腰斩(0.57)
002642,荣联科技,8.63,2026-05-08,5,强,每只6000元,回踩实体中轴，量能腰斩(0.53)
001313,粤海饲料,9.07,2026-05-13,2,强,每只6000元,回踩实体中轴，量能腰斩(0.52)
002091,江苏国泰,8.99,2026-05-08,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.36)
000922,佳电股份,15.76,2026-05-11,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
600992,贵绳股份,11.82,2026-05-08,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.56)
603878,武进不锈,7.78,2026-05-08,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.53)
