代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
603999,读者传媒,6.95,2026-05-19,3,强,每只6000元,回踩实体中轴，量能腰斩(0.54)
600081,东风科技,12.11,2026-05-15,5,强,每只6000元,回踩实体中轴，量能腰斩(0.51)
600992,贵绳股份,12.26,2026-05-18,4,强,每只6000元,回踩实体中轴，量能腰斩(0.54)
601222,林洋能源,6.48,2026-05-19,3,强,每只6000元,回踩实体中轴，量能腰斩(0.53)
000910,大亚圣象,6.77,2026-05-19,3,强,每只6000元,回踩实体中轴，量能腰斩(0.57)
