代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
603336,宏辉果蔬,12.13,2026-04-28,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
002729,好利科技,19.01,2026-05-07,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.59)
603878,武进不锈,7.9,2026-05-08,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.52)
