日期,代码,名称,最高涨幅%,收盘涨幅%,换手率,量比,买入信号强度,操作建议
2026-05-20,600903,贵州燃气,10.01,1.44,19.21,2.24,60,分批建仓：小幅回落，形态尚可
2026-05-20,603660,苏州科达,7.71,-2.82,8.47,1.3,0,暂时放弃：抛压过重或资金撤退
