代码,名称,当前价,信号强度,操作建议,逻辑说明
605006,山东玻纤,18.55,标准,小仓试错,已收复2026-05-12的倍量阴线
002012,未知,9.65,标准,小仓试错,已收复2026-05-26的倍量阴线
002735,未知,14.98,标准,小仓试错,已收复2026-05-26的倍量阴线
002585,未知,10.75,标准,小仓试错,已收复2026-05-12的倍量阴线
