代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
000532,华金资本,12.85,2026-05-22,3,强,每只6000元,回踩实体中轴，量能腰斩(0.51)
002806,华锋股份,15.28,2026-05-22,3,强,每只6000元,回踩实体中轴，量能腰斩(0.53)
002826,易明医药,18.31,2026-05-22,3,强,每只6000元,回踩实体中轴，量能腰斩(0.46)
600596,新安股份,12.57,2026-05-22,3,强,每只6000元,回踩实体中轴，量能腰斩(0.52)
