代码,名称,当前价,信号强度,操作建议,逻辑说明
600186,莲花控股,11.75,标准,小仓试错,已收复2026-04-30的倍量阴线
000672,未知,18.64,标准,小仓试错,已收复2026-05-19的倍量阴线
002591,未知,8.64,极强,重仓杀入,已收复2026-05-06的倍量阴线
002520,未知,6.53,标准,小仓试错,已收复2026-04-30的倍量阴线
