代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002826,易明医药,17.81,2026-05-22,5,强,每只6000元,回踩实体中轴，量能腰斩(0.27)
600191,华资实业,10.68,2026-05-22,5,强,每只6000元,回踩实体中轴，量能腰斩(0.38)
603685,晨丰科技,33.14,2026-05-26,3,强,每只6000元,回踩实体中轴，量能腰斩(0.54)
