代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600480,凌云股份,8.6,2026-07-02,5,强,每只6000元,回踩实体中轴，量能腰斩(0.43)
603165,荣晟环保,13.71,2026-07-03,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.52)
603012,创力集团,8.22,2026-07-03,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
002696,百洋股份,5.19,2026-07-02,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.33)
