代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
603165,荣晟环保,13.75,2026-07-03,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.55)
603012,创力集团,8.26,2026-07-03,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.41)
002860,星帅尔,16.32,2026-07-06,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.45)
002623,亚玛顿,16.23,2026-07-03,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.60)
