代码,名称,当前价,信号强度,操作建议,逻辑说明
002137,未知,11.43,标准,小仓试错,已收复2026-06-16的倍量阴线
603861,白云电器,15.2,标准,小仓试错,已收复2026-06-29的倍量阴线
603178,圣龙股份,16.35,标准,小仓试错,已收复2026-07-06的倍量阴线
