代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600230,沧州大化,15.2,2026-01-06,3,强,分批建仓,首板后缩量回踩支撑位，缩量比率:0.70
600983,惠而浦,10.29,2026-01-06,3,强,分批建仓,首板后缩量回踩支撑位，缩量比率:0.32
603221,爱丽家居,13.52,2026-01-05,4,中,轻仓试错,首板后缩量回踩支撑位，缩量比率:0.43
000695,滨海能源,13.63,2026-01-06,3,中,轻仓试错,首板后缩量回踩支撑位，缩量比率:0.61
