代码,名称,当前价,信号强度,操作建议,逻辑说明
601118,海南橡胶,7.84,标准,小仓试错,已收复2026-01-27的倍量阴线
603916,苏博特,14.31,标准,小仓试错,已收复2026-01-21的倍量阴线
603212,赛伍技术,17.98,标准,小仓试错,已收复2026-01-26的倍量阴线
000968,未知,8.72,标准,小仓试错,已收复2026-01-23的倍量阴线
600481,双良节能,9.26,标准,小仓试错,已收复2026-01-26的倍量阴线
600173,卧龙新能,9.04,标准,小仓试错,已收复2026-01-27的倍量阴线
600724,宁波富达,6.84,标准,小仓试错,已收复2026-01-15的倍量阴线
002575,未知,7.4,标准,小仓试错,已收复2026-01-27的倍量阴线
002165,未知,11.61,标准,小仓试错,已收复2026-01-27的倍量阴线
