代码,名称,现价,涨跌幅,换手率,RSI14,历史期望,信号强度,全自动复盘逻辑
000957,中通客车,11.67,3.09%,4.34%,60.82,6.83%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603326,我乐家居,9.34,3.32%,3.35%,68.22,5.23%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600158,中体产业,9.12,3.28%,4.1%,62.5,6.15%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
003000,劲仔食品,11.84,2.25%,3.77%,60.71,6.38%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
000151,中成股份,12.9,3.45%,6.0%,74.36,6.41%,95%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600955,维远股份,18.72,8.52%,6.08%,71.66,3.8%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
002354,天娱数科,7.4,0.0%,9.32%,64.03,8.57%,85%,【缩量洗盘】 精选观察：回踩支撑位不破可试错。
600722,金牛化工,6.49,1.72%,4.26%,59.84,6.67%,85%,【缩量洗盘】 精选观察：回踩支撑位不破可试错。
600271,航天信息,11.05,0.45%,3.59%,53.38,4.79%,85%,【缩量洗盘】 精选观察：回踩支撑位不破可试错。
603023,威帝股份,5.78,-2.36%,11.14%,53.91,7.76%,85%,【缩量洗盘】 精选观察：回踩支撑位不破可试错。
600738,丽尚国潮,5.44,6.04%,7.65%,55.45,5.43%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002564,天沃科技,8.2,3.54%,4.07%,63.8,6.89%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603806,福斯特,15.32,7.36%,3.49%,74.71,4.92%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002539,云图控股,13.24,9.97%,6.37%,70.44,5.26%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
603998,方盛制药,12.14,4.57%,4.2%,67.08,6.57%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002688,金河生物,6.45,3.53%,4.65%,73.26,5.13%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600119,长江投资,8.06,1.51%,3.0%,52.48,5.56%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002615,哈尔斯,8.04,3.61%,5.55%,65.96,5.57%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600173,卧龙新能,7.52,3.16%,3.54%,62.6,7.48%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002986,宇新股份,11.81,5.73%,5.75%,70.87,6.1%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002810,山东赫达,15.9,6.0%,7.61%,56.47,4.57%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
605189,富春染织,16.25,6.14%,4.62%,62.61,4.58%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600232,金鹰股份,8.97,5.78%,4.89%,72.49,5.84%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600230,沧州大化,16.5,10.0%,6.07%,72.71,6.21%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002443,金洲管道,9.35,7.72%,8.7%,65.6,5.14%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002193,如意集团,5.64,5.03%,5.06%,60.87,6.85%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002319,乐通股份,12.93,10.04%,5.51%,60.66,7.74%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002666,德联集团,5.63,4.65%,6.26%,53.0,7.05%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
605001,威奥股份,8.05,4.01%,3.16%,66.04,6.84%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002852,道道全,11.45,3.9%,5.42%,69.14,5.91%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
000065,北方国际,12.38,3.95%,3.75%,50.98,5.9%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
