代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600997,开滦股份,6.23,2026-02-04,2,强,每只6000元,回踩实体中轴，量能腰斩(0.41)
601699,潞安环能,13.37,2026-02-04,2,强,每只6000元,回踩实体中轴，量能腰斩(0.37)
000983,山西焦煤,7.02,2026-02-04,2,强,每只6000元,回踩实体中轴，量能腰斩(0.39)
600546,山煤国际,11.03,2026-02-04,2,强,每只6000元,回踩实体中轴，量能腰斩(0.40)
600971,恒源煤电,6.85,2026-02-04,2,强,每只6000元,回踩实体中轴，量能腰斩(0.41)
600072,中船科技,12.71,2026-02-04,2,强,每只6000元,回踩实体中轴，量能腰斩(0.49)
601133,柏诚股份,17.3,2026-01-30,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.37)
