代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600997,开滦股份,6.23,2026-02-04,2,强,低吸关注,回踩实体中轨，量能萎缩比:0.41
601699,潞安环能,13.37,2026-02-04,2,强,低吸关注,回踩实体中轨，量能萎缩比:0.37
000983,山西焦煤,7.02,2026-02-04,2,强,低吸关注,回踩实体中轨，量能萎缩比:0.39
688352,颀中科技,15.38,2026-01-20,3,强,低吸关注,回踩实体中轨，量能萎缩比:0.37
600546,山煤国际,11.03,2026-02-04,2,强,低吸关注,回踩实体中轨，量能萎缩比:0.40
600559,老白干酒,16.0,2026-01-29,6,中,轻仓观察,回踩实体中轨，量能萎缩比:0.24
600197,伊力特,13.87,2026-01-29,6,中,轻仓观察,回踩实体中轨，量能萎缩比:0.24
601133,柏诚股份,17.3,2026-01-30,5,中,轻仓观察,回踩实体中轨，量能萎缩比:0.37
