代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
002945,华林证券,19.43,2026-02-05,4,强,每只6000元,回踩实体中轴，量能腰斩(0.28)
600997,开滦股份,6.27,2026-02-04,5,强,每只6000元,回踩实体中轴，量能腰斩(0.31)
603191,望变电气,22.01,2026-02-09,2,强,每只6000元,回踩实体中轴，量能腰斩(0.35)
002278,神开股份,13.83,2026-02-04,5,强,每只6000元,回踩实体中轴，量能腰斩(0.42)
600686,金龙汽车,18.35,2026-02-06,3,强,每只6000元,回踩实体中轴，量能腰斩(0.40)
600185,珠免集团,7.73,2026-02-09,2,强,每只6000元,回踩实体中轴，量能腰斩(0.55)
002300,太阳电缆,9.09,2026-02-04,5,强,每只6000元,回踩实体中轴，量能腰斩(0.26)
600382,广东明珠,9.11,2026-02-05,4,中,轻仓观察,回踩实体中轴，量能腰斩(0.45)
