代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
601699,潞安环能,13.26,2026-02-04,3,强,每只6000元,回踩实体中轴，量能腰斩(0.36)
600546,山煤国际,11.08,2026-02-04,3,强,每只6000元,回踩实体中轴，量能腰斩(0.36)
600971,恒源煤电,6.88,2026-02-04,3,强,每只6000元,回踩实体中轴，量能腰斩(0.35)
600382,广东明珠,9.14,2026-02-05,2,强,每只6000元,回踩实体中轴，量能腰斩(0.53)
000983,山西焦煤,6.9,2026-02-04,3,中,轻仓观察,回踩实体中轴，量能腰斩(0.53)
