代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
600056,中国医药,10.97,2026-04-03,4,强,每只6000元,回踩实体中轴，量能腰斩(0.39)
603348,文灿股份,20.5,2026-04-07,3,强,每只6000元,回踩实体中轴，量能腰斩(0.34)
600195,中牧股份,8.11,2026-04-07,3,强,每只6000元,回踩实体中轴，量能腰斩(0.48)
000892,欢瑞世纪,6.39,2026-04-08,2,强,每只6000元,回踩实体中轴，量能腰斩(0.59)
