代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
000863,三湘印象,5.2,2026-03-31,3,强,每只6000元,回踩实体中轴，量能腰斩(0.51)
603949,雪龙集团,17.31,2026-04-01,2,强,每只6000元,回踩实体中轴，量能腰斩(0.45)
000553,安道麦A,6.04,2026-03-27,5,强,每只6000元,回踩实体中轴，量能腰斩(0.50)
002842,翔鹭钨业,30.25,2026-03-27,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.58)
600338,西藏珠峰,16.51,2026-03-27,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.35)
603399,永杉锂业,10.9,2026-03-27,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.58)
603660,苏州科达,8.93,2026-03-31,3,中,轻仓观察,回踩实体中轴，量能腰斩(0.43)
