代码,名称,现价,涨停日,回调天数,信号强度,操作建议,买入逻辑
603348,文灿股份,20.51,2026-04-07,5,强,每只6000元,回踩实体中轴，量能腰斩(0.21)
600195,中牧股份,8.01,2026-04-07,5,中,轻仓观察,回踩实体中轴，量能腰斩(0.38)
