代码,名称,现价,涨跌幅,换手率,RSI14,历史期望,信号强度,全自动复盘逻辑
000920,沃顿科技,12.85,-0.23%,8.87%,60.74,0%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
600995,南网储能,15.62,9.23%,3.35%,58.64,0%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
601101,昊华能源,12.06,2.29%,5.58%,57.35,0%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
600508,上海能源,14.31,6.87%,3.75%,57.48,0%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
000151,中成股份,13.31,10.0%,10.45%,61.74,0%,90%,【倍量起爆】 精选观察：回踩支撑位不破可试错。
603861,白云电器,17.05,1.97%,10.63%,52.19,6.15%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
002348,高乐股份,15.37,5.06%,7.13%,63.1,7.86%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
600601,方正科技,13.43,3.63%,11.67%,50.74,5.33%,100%,【倍量起爆】 一击必中：建议次日结合分时图择机切入。
