日期,代码,名称,收盘价,涨跌幅,换手率,信号强度,操作建议
2026-05-18,002196,方正电机,16.16,5.21,28.3,3 级,试错介入：分批建仓
2026-05-18,000559,万向钱潮,18.18,3.89,6.13,3 级,试错介入：分批建仓
